,年齢階級,運動習慣の有無,性別,歩行数,時間軸(年次),人数,割合
1275,60歳-69歳,有,男性,"8,000歩-9,999歩",2010年,36.0,16.9
1276,60歳-69歳,有,男性,総数,2009年,202.0,100.0
1277,60歳-69歳,有,男性,総数,2010年,213.0,100.0
1278,60歳-69歳,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,76.0,37.6
1279,60歳-69歳,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,86.0,40.4
1280,60歳-69歳,有,総数,"10,000歩以上",2009年,123.0,26.6
1281,60歳-69歳,有,総数,"10,000歩以上",2010年,122.0,27.1
1282,60歳-69歳,有,総数,"2,000歩-3,999歩",2009年,69.0,14.9
1283,60歳-69歳,有,総数,"2,000歩-3,999歩",2010年,51.0,11.3
1284,60歳-69歳,有,総数,"2,000歩未満",2009年,20.0,4.3
1285,60歳-69歳,有,総数,"2,000歩未満",2010年,9.0,2.0
1286,60歳-69歳,有,総数,"4,000歩-5,999歩",2009年,77.0,16.7
1287,60歳-69歳,有,総数,"4,000歩-5,999歩",2010年,99.0,22.0
1288,60歳-69歳,有,総数,"6,000歩-7,999歩",2009年,80.0,17.3
1289,60歳-69歳,有,総数,"6,000歩-7,999歩",2010年,87.0,19.3
1290,60歳-69歳,有,総数,"8,000歩-9,999歩",2009年,93.0,20.1
1291,60歳-69歳,有,総数,"8,000歩-9,999歩",2010年,82.0,18.2
1292,60歳-69歳,有,総数,総数,2009年,462.0,100.0
1293,60歳-69歳,有,総数,総数,2010年,450.0,100.0
1294,60歳-69歳,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,184.0,39.8
1295,60歳-69歳,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,179.0,39.8
1296,60歳-69歳,無_その他,女性,"10,000歩以上",2009年,30.0,9.8
1297,60歳-69歳,無_その他,女性,"10,000歩以上",2010年,28.0,8.5
1298,60歳-69歳,無_その他,女性,"2,000歩-3,999歩",2009年,90.0,29.3
1299,60歳-69歳,無_その他,女性,"2,000歩-3,999歩",2010年,73.0,22.3
1300,60歳-69歳,無_その他,女性,"2,000歩未満",2009年,25.0,8.1
1301,60歳-69歳,無_その他,女性,"2,000歩未満",2010年,33.0,10.1
1302,60歳-69歳,無_その他,女性,"4,000歩-5,999歩",2009年,71.0,23.1
1303,60歳-69歳,無_その他,女性,"4,000歩-5,999歩",2010年,82.0,25.0
1304,60歳-69歳,無_その他,女性,"6,000歩-7,999歩",2009年,57.0,18.6
1305,60歳-69歳,無_その他,女性,"6,000歩-7,999歩",2010年,65.0,19.8
1306,60歳-69歳,無_その他,女性,"8,000歩-9,999歩",2009年,34.0,11.1
1307,60歳-69歳,無_その他,女性,"8,000歩-9,999歩",2010年,47.0,14.3
1308,60歳-69歳,無_その他,女性,総数,2009年,307.0,100.0
1309,60歳-69歳,無_その他,女性,総数,2010年,328.0,100.0
1310,60歳-69歳,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,59.0,19.2
1311,60歳-69歳,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,68.0,20.7
1312,60歳-69歳,無_その他,男性,"10,000歩以上",2009年,32.0,12.9
1313,60歳-69歳,無_その他,男性,"10,000歩以上",2010年,44.0,17.0
1314,60歳-69歳,無_その他,男性,"2,000歩-3,999歩",2009年,56.0,22.5
1315,60歳-69歳,無_その他,男性,"2,000歩-3,999歩",2010年,60.0,23.2
1316,60歳-69歳,無_その他,男性,"2,000歩未満",2009年,26.0,10.4
1317,60歳-69歳,無_その他,男性,"2,000歩未満",2010年,29.0,11.2
1318,60歳-69歳,無_その他,男性,"4,000歩-5,999歩",2009年,65.0,26.1
1319,60歳-69歳,無_その他,男性,"4,000歩-5,999歩",2010年,58.0,22.4
1320,60歳-69歳,無_その他,男性,"6,000歩-7,999歩",2009年,34.0,13.7
1321,60歳-69歳,無_その他,男性,"6,000歩-7,999歩",2010年,44.0,17.0
1322,60歳-69歳,無_その他,男性,"8,000歩-9,999歩",2009年,36.0,14.5
1323,60歳-69歳,無_その他,男性,"8,000歩-9,999歩",2010年,24.0,9.3
1324,60歳-69歳,無_その他,男性,総数,2009年,249.0,100.0
1325,60歳-69歳,無_その他,男性,総数,2010年,259.0,100.0
1326,60歳-69歳,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,43.0,17.3
1327,60歳-69歳,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,50.0,19.3
1328,60歳-69歳,無_その他,総数,"10,000歩以上",2009年,62.0,11.2
1329,60歳-69歳,無_その他,総数,"10,000歩以上",2010年,72.0,12.3
1330,60歳-69歳,無_その他,総数,"2,000歩-3,999歩",2009年,146.0,26.3
1331,60歳-69歳,無_その他,総数,"2,000歩-3,999歩",2010年,133.0,22.7
1332,60歳-69歳,無_その他,総数,"2,000歩未満",2009年,51.0,9.2
1333,60歳-69歳,無_その他,総数,"2,000歩未満",2010年,62.0,10.6
1334,60歳-69歳,無_その他,総数,"4,000歩-5,999歩",2009年,136.0,24.5
1335,60歳-69歳,無_その他,総数,"4,000歩-5,999歩",2010年,140.0,23.9
1336,60歳-69歳,無_その他,総数,"6,000歩-7,999歩",2009年,91.0,16.4
1337,60歳-69歳,無_その他,総数,"6,000歩-7,999歩",2010年,109.0,18.6
1338,60歳-69歳,無_その他,総数,"8,000歩-9,999歩",2009年,70.0,12.6
1339,60歳-69歳,無_その他,総数,"8,000歩-9,999歩",2010年,71.0,12.1
1340,60歳-69歳,無_その他,総数,総数,2009年,556.0,100.0
1341,60歳-69歳,無_その他,総数,総数,2010年,587.0,100.0
1342,60歳-69歳,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,102.0,18.3
1343,60歳-69歳,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,118.0,20.1
1344,60歳-69歳,無_健康上の理由,女性,"10,000歩以上",2009年,1.0,2.0
1345,60歳-69歳,無_健康上の理由,女性,"10,000歩以上",2010年,1.0,2.4
1346,60歳-69歳,無_健康上の理由,女性,"2,000歩-3,999歩",2009年,17.0,34.0
1347,60歳-69歳,無_健康上の理由,女性,"2,000歩-3,999歩",2010年,18.0,43.9
1348,60歳-69歳,無_健康上の理由,女性,"2,000歩未満",2009年,9.0,18.0
1349,60歳-69歳,無_健康上の理由,女性,"2,000歩未満",2010年,10.0,24.4
1350,60歳-69歳,無_健康上の理由,女性,"4,000歩-5,999歩",2009年,14.0,28.0
1351,60歳-69歳,無_健康上の理由,女性,"4,000歩-5,999歩",2010年,7.0,17.1
1352,60歳-69歳,無_健康上の理由,女性,"6,000歩-7,999歩",2009年,7.0,14.0
1353,60歳-69歳,無_健康上の理由,女性,"6,000歩-7,999歩",2010年,4.0,9.8
1354,60歳-69歳,無_健康上の理由,女性,"8,000歩-9,999歩",2009年,2.0,4.0
1355,60歳-69歳,無_健康上の理由,女性,"8,000歩-9,999歩",2010年,1.0,2.4
1356,60歳-69歳,無_健康上の理由,女性,総数,2009年,50.0,100.0
1357,60歳-69歳,無_健康上の理由,女性,総数,2010年,41.0,100.0
1358,60歳-69歳,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,3.0,6.0
1359,60歳-69歳,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,2.0,4.9
1360,60歳-69歳,無_健康上の理由,男性,"10,000歩以上",2009年,2.0,9.5
1361,60歳-69歳,無_健康上の理由,男性,"10,000歩以上",2010年,3.0,12.5
1362,60歳-69歳,無_健康上の理由,男性,"2,000歩-3,999歩",2009年,7.0,33.3
1363,60歳-69歳,無_健康上の理由,男性,"2,000歩-3,999歩",2010年,11.0,45.8
1364,60歳-69歳,無_健康上の理由,男性,"2,000歩未満",2009年,5.0,23.8
1365,60歳-69歳,無_健康上の理由,男性,"2,000歩未満",2010年,6.0,25.0
1366,60歳-69歳,無_健康上の理由,男性,"4,000歩-5,999歩",2009年,3.0,14.3
1367,60歳-69歳,無_健康上の理由,男性,"4,000歩-5,999歩",2010年,2.0,8.3
1368,60歳-69歳,無_健康上の理由,男性,"6,000歩-7,999歩",2009年,2.0,9.5
1369,60歳-69歳,無_健康上の理由,男性,"6,000歩-7,999歩",2010年,1.0,4.2
1370,60歳-69歳,無_健康上の理由,男性,"8,000歩-9,999歩",2009年,2.0,9.5
1371,60歳-69歳,無_健康上の理由,男性,"8,000歩-9,999歩",2010年,1.0,4.2
1372,60歳-69歳,無_健康上の理由,男性,総数,2009年,21.0,100.0
1373,60歳-69歳,無_健康上の理由,男性,総数,2010年,24.0,100.0
1374,60歳-69歳,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,3.0,14.3
1375,60歳-69歳,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,3.0,12.5
1376,60歳-69歳,無_健康上の理由,総数,"10,000歩以上",2009年,3.0,4.2
1377,60歳-69歳,無_健康上の理由,総数,"10,000歩以上",2010年,4.0,6.2
1378,60歳-69歳,無_健康上の理由,総数,"2,000歩-3,999歩",2009年,24.0,33.8
1379,60歳-69歳,無_健康上の理由,総数,"2,000歩-3,999歩",2010年,29.0,44.6
1380,60歳-69歳,無_健康上の理由,総数,"2,000歩未満",2009年,14.0,19.7
1381,60歳-69歳,無_健康上の理由,総数,"2,000歩未満",2010年,16.0,24.6
1382,60歳-69歳,無_健康上の理由,総数,"4,000歩-5,999歩",2009年,17.0,23.9
1383,60歳-69歳,無_健康上の理由,総数,"4,000歩-5,999歩",2010年,9.0,13.8
1384,60歳-69歳,無_健康上の理由,総数,"6,000歩-7,999歩",2009年,9.0,12.7
1385,60歳-69歳,無_健康上の理由,総数,"6,000歩-7,999歩",2010年,5.0,7.7
1386,60歳-69歳,無_健康上の理由,総数,"8,000歩-9,999歩",2009年,4.0,5.6
1387,60歳-69歳,無_健康上の理由,総数,"8,000歩-9,999歩",2010年,2.0,3.1
1388,60歳-69歳,無_健康上の理由,総数,総数,2009年,71.0,100.0
1389,60歳-69歳,無_健康上の理由,総数,総数,2010年,65.0,100.0
1390,60歳-69歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,6.0,8.5
1391,60歳-69歳,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,5.0,7.7
1392,60歳-69歳,総数,女性,"10,000歩以上",2009年,98.0,15.9
1393,60歳-69歳,総数,女性,"10,000歩以上",2010年,82.0,13.5
1394,60歳-69歳,総数,女性,"2,000歩-3,999歩",2009年,143.0,23.2
1395,60歳-69歳,総数,女性,"2,000歩-3,999歩",2010年,126.0,20.8
1396,60歳-69歳,総数,女性,"2,000歩未満",2009年,49.0,7.9
1397,60歳-69歳,総数,女性,"2,000歩未満",2010年,48.0,7.9
1398,60歳-69歳,総数,女性,"4,000歩-5,999歩",2009年,126.0,20.4
1399,60歳-69歳,総数,女性,"4,000歩-5,999歩",2010年,135.0,22.3
1400,60歳-69歳,総数,女性,"6,000歩-7,999歩",2009年,111.0,18.0
1401,60歳-69歳,総数,女性,"6,000歩-7,999歩",2010年,121.0,20.0
1402,60歳-69歳,総数,女性,"8,000歩-9,999歩",2009年,90.0,14.6
1403,60歳-69歳,総数,女性,"8,000歩-9,999歩",2010年,94.0,15.5
1404,60歳-69歳,総数,女性,総数,2009年,617.0,100.0
1405,60歳-69歳,総数,女性,総数,2010年,606.0,100.0
1406,60歳-69歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,170.0,27.6
1407,60歳-69歳,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,163.0,26.9
1408,60歳-69歳,総数,男性,"10,000歩以上",2009年,90.0,19.1
1409,60歳-69歳,総数,男性,"10,000歩以上",2010年,116.0,23.4
1410,60歳-69歳,総数,男性,"2,000歩-3,999歩",2009年,96.0,20.3
1411,60歳-69歳,総数,男性,"2,000歩-3,999歩",2010年,87.0,17.5
1412,60歳-69歳,総数,男性,"2,000歩未満",2009年,36.0,7.6
1413,60歳-69歳,総数,男性,"2,000歩未満",2010年,39.0,7.9
1414,60歳-69歳,総数,男性,"4,000歩-5,999歩",2009年,104.0,22.0
1415,60歳-69歳,総数,男性,"4,000歩-5,999歩",2010年,113.0,22.8
1416,60歳-69歳,総数,男性,"6,000歩-7,999歩",2009年,69.0,14.6
1417,60歳-69歳,総数,男性,"6,000歩-7,999歩",2010年,80.0,16.1
1418,60歳-69歳,総数,男性,"8,000歩-9,999歩",2009年,77.0,16.3
1419,60歳-69歳,総数,男性,"8,000歩-9,999歩",2010年,61.0,12.3
1420,60歳-69歳,総数,男性,総数,2009年,472.0,100.0
1421,60歳-69歳,総数,男性,総数,2010年,496.0,100.0
1422,60歳-69歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,122.0,25.8
1423,60歳-69歳,総数,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,139.0,28.0
1424,60歳-69歳,総数,総数,"10,000歩以上",2009年,188.0,17.3
1425,60歳-69歳,総数,総数,"10,000歩以上",2010年,198.0,18.0
1426,60歳-69歳,総数,総数,"2,000歩-3,999歩",2009年,239.0,21.9
1427,60歳-69歳,総数,総数,"2,000歩-3,999歩",2010年,213.0,19.3
1428,60歳-69歳,総数,総数,"2,000歩未満",2009年,85.0,7.8
1429,60歳-69歳,総数,総数,"2,000歩未満",2010年,87.0,7.9
1430,60歳-69歳,総数,総数,"4,000歩-5,999歩",2009年,230.0,21.1
1431,60歳-69歳,総数,総数,"4,000歩-5,999歩",2010年,248.0,22.5
1432,60歳-69歳,総数,総数,"6,000歩-7,999歩",2009年,180.0,16.5
1433,60歳-69歳,総数,総数,"6,000歩-7,999歩",2010年,201.0,18.2
1434,60歳-69歳,総数,総数,"8,000歩-9,999歩",2009年,167.0,15.3
1435,60歳-69歳,総数,総数,"8,000歩-9,999歩",2010年,155.0,14.1
1436,60歳-69歳,総数,総数,総数,2009年,1089.0,100.0
1437,60歳-69歳,総数,総数,総数,2010年,1102.0,100.0
1438,60歳-69歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,292.0,26.8
1439,60歳-69歳,総数,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,302.0,27.4
1440,70歳以上,有,女性,"10,000歩以上",2009年,22.0,10.0
1441,70歳以上,有,女性,"10,000歩以上",2010年,21.0,9.6
1442,70歳以上,有,女性,"2,000歩-3,999歩",2009年,42.0,19.2
1443,70歳以上,有,女性,"2,000歩-3,999歩",2010年,56.0,25.6
1444,70歳以上,有,女性,"2,000歩未満",2009年,27.0,12.3
1445,70歳以上,有,女性,"2,000歩未満",2010年,22.0,10.0
1446,70歳以上,有,女性,"4,000歩-5,999歩",2009年,61.0,27.9
1447,70歳以上,有,女性,"4,000歩-5,999歩",2010年,42.0,19.2
1448,70歳以上,有,女性,"6,000歩-7,999歩",2009年,41.0,18.7
1449,70歳以上,有,女性,"6,000歩-7,999歩",2010年,47.0,21.5
1450,70歳以上,有,女性,"8,000歩-9,999歩",2009年,26.0,11.9
1451,70歳以上,有,女性,"8,000歩-9,999歩",2010年,31.0,14.2
1452,70歳以上,有,女性,総数,2009年,219.0,100.0
1453,70歳以上,有,女性,総数,2010年,219.0,100.0
1454,70歳以上,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,45.0,20.5
1455,70歳以上,有,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,48.0,21.9
1456,70歳以上,有,男性,"10,000歩以上",2009年,38.0,18.8
1457,70歳以上,有,男性,"10,000歩以上",2010年,43.0,19.8
1458,70歳以上,有,男性,"2,000歩-3,999歩",2009年,42.0,20.8
1459,70歳以上,有,男性,"2,000歩-3,999歩",2010年,39.0,18.0
1460,70歳以上,有,男性,"2,000歩未満",2009年,21.0,10.4
1461,70歳以上,有,男性,"2,000歩未満",2010年,26.0,12.0
1462,70歳以上,有,男性,"4,000歩-5,999歩",2009年,38.0,18.8
1463,70歳以上,有,男性,"4,000歩-5,999歩",2010年,39.0,18.0
1464,70歳以上,有,男性,"6,000歩-7,999歩",2009年,34.0,16.8
1465,70歳以上,有,男性,"6,000歩-7,999歩",2010年,39.0,18.0
1466,70歳以上,有,男性,"8,000歩-9,999歩",2009年,29.0,14.4
1467,70歳以上,有,男性,"8,000歩-9,999歩",2010年,31.0,14.3
1468,70歳以上,有,男性,総数,2009年,202.0,100.0
1469,70歳以上,有,男性,総数,2010年,217.0,100.0
1470,70歳以上,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,49.0,24.3
1471,70歳以上,有,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,53.0,24.4
1472,70歳以上,有,総数,"10,000歩以上",2009年,60.0,14.3
1473,70歳以上,有,総数,"10,000歩以上",2010年,64.0,14.7
1474,70歳以上,有,総数,"2,000歩-3,999歩",2009年,84.0,20.0
1475,70歳以上,有,総数,"2,000歩-3,999歩",2010年,95.0,21.8
1476,70歳以上,有,総数,"2,000歩未満",2009年,48.0,11.4
1477,70歳以上,有,総数,"2,000歩未満",2010年,48.0,11.0
1478,70歳以上,有,総数,"4,000歩-5,999歩",2009年,99.0,23.5
1479,70歳以上,有,総数,"4,000歩-5,999歩",2010年,81.0,18.6
1480,70歳以上,有,総数,"6,000歩-7,999歩",2009年,75.0,17.8
1481,70歳以上,有,総数,"6,000歩-7,999歩",2010年,86.0,19.7
1482,70歳以上,有,総数,"8,000歩-9,999歩",2009年,55.0,13.1
1483,70歳以上,有,総数,"8,000歩-9,999歩",2010年,62.0,14.2
1484,70歳以上,有,総数,総数,2009年,421.0,100.0
1485,70歳以上,有,総数,総数,2010年,436.0,100.0
1486,70歳以上,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,94.0,22.3
1487,70歳以上,有,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,101.0,23.2
1488,70歳以上,無_その他,女性,"10,000歩以上",2009年,9.0,2.7
1489,70歳以上,無_その他,女性,"10,000歩以上",2010年,10.0,3.4
1490,70歳以上,無_その他,女性,"2,000歩-3,999歩",2009年,110.0,32.6
1491,70歳以上,無_その他,女性,"2,000歩-3,999歩",2010年,87.0,29.9
1492,70歳以上,無_その他,女性,"2,000歩未満",2009年,98.0,29.1
1493,70歳以上,無_その他,女性,"2,000歩未満",2010年,99.0,34.0
1494,70歳以上,無_その他,女性,"4,000歩-5,999歩",2009年,56.0,16.6
1495,70歳以上,無_その他,女性,"4,000歩-5,999歩",2010年,59.0,20.3
1496,70歳以上,無_その他,女性,"6,000歩-7,999歩",2009年,50.0,14.8
1497,70歳以上,無_その他,女性,"6,000歩-7,999歩",2010年,18.0,6.2
1498,70歳以上,無_その他,女性,"8,000歩-9,999歩",2009年,14.0,4.2
1499,70歳以上,無_その他,女性,"8,000歩-9,999歩",2010年,18.0,6.2
1500,70歳以上,無_その他,女性,総数,2009年,337.0,100.0
1501,70歳以上,無_その他,女性,総数,2010年,291.0,100.0
1502,70歳以上,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,21.0,6.2
1503,70歳以上,無_その他,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,23.0,7.9
1504,70歳以上,無_その他,男性,"10,000歩以上",2009年,17.0,8.3
1505,70歳以上,無_その他,男性,"10,000歩以上",2010年,13.0,5.9
1506,70歳以上,無_その他,男性,"2,000歩-3,999歩",2009年,61.0,29.8
1507,70歳以上,無_その他,男性,"2,000歩-3,999歩",2010年,55.0,25.1
1508,70歳以上,無_その他,男性,"2,000歩未満",2009年,54.0,26.3
1509,70歳以上,無_その他,男性,"2,000歩未満",2010年,75.0,34.2
1510,70歳以上,無_その他,男性,"4,000歩-5,999歩",2009年,36.0,17.6
1511,70歳以上,無_その他,男性,"4,000歩-5,999歩",2010年,40.0,18.3
1512,70歳以上,無_その他,男性,"6,000歩-7,999歩",2009年,21.0,10.2
1513,70歳以上,無_その他,男性,"6,000歩-7,999歩",2010年,29.0,13.2
1514,70歳以上,無_その他,男性,"8,000歩-9,999歩",2009年,16.0,7.8
1515,70歳以上,無_その他,男性,"8,000歩-9,999歩",2010年,7.0,3.2
1516,70歳以上,無_その他,男性,総数,2009年,205.0,100.0
1517,70歳以上,無_その他,男性,総数,2010年,219.0,100.0
1518,70歳以上,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,22.0,10.7
1519,70歳以上,無_その他,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,15.0,6.8
1520,70歳以上,無_その他,総数,"10,000歩以上",2009年,26.0,4.8
1521,70歳以上,無_その他,総数,"10,000歩以上",2010年,23.0,4.5
1522,70歳以上,無_その他,総数,"2,000歩-3,999歩",2009年,171.0,31.5
1523,70歳以上,無_その他,総数,"2,000歩-3,999歩",2010年,142.0,27.8
1524,70歳以上,無_その他,総数,"2,000歩未満",2009年,152.0,28.0
1525,70歳以上,無_その他,総数,"2,000歩未満",2010年,174.0,34.1
1526,70歳以上,無_その他,総数,"4,000歩-5,999歩",2009年,92.0,17.0
1527,70歳以上,無_その他,総数,"4,000歩-5,999歩",2010年,99.0,19.4
1528,70歳以上,無_その他,総数,"6,000歩-7,999歩",2009年,71.0,13.1
1529,70歳以上,無_その他,総数,"6,000歩-7,999歩",2010年,47.0,9.2
1530,70歳以上,無_その他,総数,"8,000歩-9,999歩",2009年,30.0,5.5
1531,70歳以上,無_その他,総数,"8,000歩-9,999歩",2010年,25.0,4.9
1532,70歳以上,無_その他,総数,総数,2009年,542.0,100.0
1533,70歳以上,無_その他,総数,総数,2010年,510.0,100.0
1534,70歳以上,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,43.0,7.9
1535,70歳以上,無_その他,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,38.0,7.5
1536,70歳以上,無_健康上の理由,女性,"10,000歩以上",2009年,1.0,0.7
1537,70歳以上,無_健康上の理由,女性,"10,000歩以上",2010年,0.0,0.0
1538,70歳以上,無_健康上の理由,女性,"2,000歩-3,999歩",2009年,32.0,23.9
1539,70歳以上,無_健康上の理由,女性,"2,000歩-3,999歩",2010年,28.0,27.2
1540,70歳以上,無_健康上の理由,女性,"2,000歩未満",2009年,85.0,63.4
1541,70歳以上,無_健康上の理由,女性,"2,000歩未満",2010年,61.0,59.2
1542,70歳以上,無_健康上の理由,女性,"4,000歩-5,999歩",2009年,10.0,7.5
1543,70歳以上,無_健康上の理由,女性,"4,000歩-5,999歩",2010年,7.0,6.8
1544,70歳以上,無_健康上の理由,女性,"6,000歩-7,999歩",2009年,4.0,3.0
1545,70歳以上,無_健康上の理由,女性,"6,000歩-7,999歩",2010年,3.0,2.9
1546,70歳以上,無_健康上の理由,女性,"8,000歩-9,999歩",2009年,2.0,1.5
1547,70歳以上,無_健康上の理由,女性,"8,000歩-9,999歩",2010年,4.0,3.9
1548,70歳以上,無_健康上の理由,女性,総数,2009年,134.0,100.0
1549,70歳以上,無_健康上の理由,女性,総数,2010年,103.0,100.0
1550,70歳以上,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,2.0,1.5
1551,70歳以上,無_健康上の理由,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,3.0,2.9
1552,70歳以上,無_健康上の理由,男性,"10,000歩以上",2009年,1.0,1.4
1553,70歳以上,無_健康上の理由,男性,"10,000歩以上",2010年,1.0,2.7
1554,70歳以上,無_健康上の理由,男性,"2,000歩-3,999歩",2009年,17.0,23.3
1555,70歳以上,無_健康上の理由,男性,"2,000歩-3,999歩",2010年,8.0,21.6
1556,70歳以上,無_健康上の理由,男性,"2,000歩未満",2009年,44.0,60.3
1557,70歳以上,無_健康上の理由,男性,"2,000歩未満",2010年,20.0,54.1
1558,70歳以上,無_健康上の理由,男性,"4,000歩-5,999歩",2009年,4.0,5.5
1559,70歳以上,無_健康上の理由,男性,"4,000歩-5,999歩",2010年,4.0,10.8
1560,70歳以上,無_健康上の理由,男性,"6,000歩-7,999歩",2009年,6.0,8.2
1561,70歳以上,無_健康上の理由,男性,"6,000歩-7,999歩",2010年,4.0,10.8
1562,70歳以上,無_健康上の理由,男性,"8,000歩-9,999歩",2009年,1.0,1.4
1563,70歳以上,無_健康上の理由,男性,"8,000歩-9,999歩",2010年,0.0,0.0
1564,70歳以上,無_健康上の理由,男性,総数,2009年,73.0,100.0
1565,70歳以上,無_健康上の理由,男性,総数,2010年,37.0,100.0
1566,70歳以上,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,1.0,1.4
1567,70歳以上,無_健康上の理由,男性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,1.0,2.7
1568,70歳以上,無_健康上の理由,総数,"10,000歩以上",2009年,2.0,1.0
1569,70歳以上,無_健康上の理由,総数,"10,000歩以上",2010年,1.0,0.7
1570,70歳以上,無_健康上の理由,総数,"2,000歩-3,999歩",2009年,49.0,23.7
1571,70歳以上,無_健康上の理由,総数,"2,000歩-3,999歩",2010年,36.0,25.7
1572,70歳以上,無_健康上の理由,総数,"2,000歩未満",2009年,129.0,62.3
1573,70歳以上,無_健康上の理由,総数,"2,000歩未満",2010年,81.0,57.9
1574,70歳以上,無_健康上の理由,総数,"4,000歩-5,999歩",2009年,14.0,6.8
1575,70歳以上,無_健康上の理由,総数,"4,000歩-5,999歩",2010年,11.0,7.9
1576,70歳以上,無_健康上の理由,総数,"6,000歩-7,999歩",2009年,10.0,4.8
1577,70歳以上,無_健康上の理由,総数,"6,000歩-7,999歩",2010年,7.0,5.0
1578,70歳以上,無_健康上の理由,総数,"8,000歩-9,999歩",2009年,3.0,1.4
1579,70歳以上,無_健康上の理由,総数,"8,000歩-9,999歩",2010年,4.0,2.9
1580,70歳以上,無_健康上の理由,総数,総数,2009年,207.0,100.0
1581,70歳以上,無_健康上の理由,総数,総数,2010年,140.0,100.0
1582,70歳以上,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,3.0,1.4
1583,70歳以上,無_健康上の理由,総数,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,4.0,2.9
1584,70歳以上,総数,女性,"10,000歩以上",2009年,32.0,4.6
1585,70歳以上,総数,女性,"10,000歩以上",2010年,31.0,5.1
1586,70歳以上,総数,女性,"2,000歩-3,999歩",2009年,184.0,26.7
1587,70歳以上,総数,女性,"2,000歩-3,999歩",2010年,171.0,27.9
1588,70歳以上,総数,女性,"2,000歩未満",2009年,210.0,30.4
1589,70歳以上,総数,女性,"2,000歩未満",2010年,182.0,29.7
1590,70歳以上,総数,女性,"4,000歩-5,999歩",2009年,127.0,18.4
1591,70歳以上,総数,女性,"4,000歩-5,999歩",2010年,108.0,17.6
1592,70歳以上,総数,女性,"6,000歩-7,999歩",2009年,95.0,13.8
1593,70歳以上,総数,女性,"6,000歩-7,999歩",2010年,68.0,11.1
1594,70歳以上,総数,女性,"8,000歩-9,999歩",2009年,42.0,6.1
1595,70歳以上,総数,女性,"8,000歩-9,999歩",2010年,53.0,8.6
1596,70歳以上,総数,女性,総数,2009年,690.0,100.0
1597,70歳以上,総数,女性,総数,2010年,613.0,100.0
1598,70歳以上,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2009年,68.0,9.9
1599,70歳以上,総数,女性,"（再掲）9,200歩(男)/8,300歩(女)以上",2010年,74.0,12.1
1600,70歳以上,総数,男性,"10,000歩以上",2009年,56.0,11.7
1601,70歳以上,総数,男性,"10,000歩以上",2010年,57.0,12.1
1602,70歳以上,総数,男性,"2,000歩-3,999歩",2009年,120.0,25.0
